This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"22D01S","CALAMITY",-122.2164,45.9039,753,"SNOTEL","93797"
"22D02S","NORTH FORK",-122.0031,45.5503,966,"SNOTEL","93798"
"22D03S","SOUTH FORK B",-122.0311,45.4461,802,"SNOTEL","93799"
"22E07S","JUMP OFF JOE",-122.1669,44.3861,1067,"SNOTEL","93800"
"22E08S","DALY LAKE",-122.0872,44.5219,1097,"SNOTEL","93801"
"22E09S","LITTLE MEADO",-122.2261,44.6131,1219,"SNOTEL","93802"
"22F03S","CASCADE SUMM",-122.0603,43.5903,1487,"SNOTEL","93803"
"22F04S","SALT CREEK F",-122.1175,43.6119,1219,"SNOTEL","93804"
"22F05S","RAILROAD OVE",-122.2125,43.6586,838,"SNOTEL","93805"
"22F14S","SUMMIT LAKE",-122.1381,43.4489,1707,"SNOTEL","93806"
"22F18S","DIAMOND LAKE",-122.1400,43.1878,1620,"SNOTEL","93807"
"22F42S","HOLLAND MEAD",-122.5689,43.6692,1494,"SNOTEL","93808"
"22F43S","ROARING RIVE",-122.0311,43.9011,1494,"SNOTEL","93809"
"22F45S","TOKETEE AIRS",-122.4253,43.2272,988,"SNOTEL","93810"
"22G06S","ANNIE SPRING",-122.1656,42.8700,1835,"SNOTEL","93811"
"22G12S","FOURMILE LAK",-122.2289,42.4392,1829,"SNOTEL","93812"
"22G13S","BILLIE CREEK",-122.2664,42.4069,1615,"SNOTEL","93813"
"22G14S","FISH LK.",-122.3494,42.3800,1422,"SNOTEL","93814"
"22G21S","BIG RED MOUN",-122.8547,42.0525,1905,"SNOTEL","93816"
"22G24S","COLD SPRINGS",-122.1769,42.5331,1792,"SNOTEL","93817"
"22G33S","SEVENMILE MA",-122.1417,42.6983,1890,"SNOTEL","93818"
"23B06S","MOUNT CRAG",-123.0261,47.7644,1234,"SNOTEL","93819"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL","93820"
"23B17S","WATERHOLE",-123.4261,47.9447,1524,"SNOTEL","93821"
"23B18S","BUCKINGHORSE",-123.4439,47.7083,1408,"SNOTEL","93822"
"23D01S","SADDLE MOUNT",-123.3731,45.5447,991,"SNOTEL","93823"
"23D02S","SEINE CREEK",-123.2967,45.5258,610,"SNOTEL","93824"
"23D03S","MILLER WOODS",-123.2600,45.2369,137,"SNOTEL","93825"
"23G09S","KING MOUNTAI",-123.2000,42.7239,1219,"SNOTEL","93826"
"23G15S","BIGELOW CAMP",-123.3439,42.0786,1561,"SNOTEL","93827"
"03889","JACKSON JULI",-83.3144,37.5914,416,"WBAN","94141"
"03951","LONGVIEW WSM",-94.6500,32.3500,124,"WBAN","94199"
"03969","STEPHENVILLE",-98.1775,32.2153,403,"WBAN","94217"
"13701","ABERDEEN PHI",-76.1697,39.4717,17,"WBAN","94784"
"13980","ANTHONY",-98.0283,37.1550,414,"WBAN","95054"
"13991","MARSHALL",-93.2225,39.1342,241,"WBAN","95065"
"14806","RANTOUL CHAN",-88.1500,40.3000,230,"WBAN","95320"
"14814","ALPENA WASTE",-83.4275,45.0606,180,"WBAN","95327"
"14817","CADILLAC WEX",-85.4167,44.2833,396,"WBAN","95330"
"14828","GLADWIN",-84.4908,43.9758,236,"WBAN","95341"
"14838","MARQUETTE",-87.3795,46.5458,187,"WBAN","95351"
"14924","PEMBINA",-97.2386,48.9742,241,"WBAN","95435"
"14995","GRANTSBURG",-92.6886,45.7728,302,"WBAN","95505"
"23062","DENVER STAPL",-104.8694,39.7633,1611,"WBAN","95965"
"24020","HAYES CENTER",-101.0346,40.5232,927,"WBAN","96208"
"92811","MIAMI BEACH",-80.1300,25.7803,2,"WBAN","98442"
"93914","PALESTINE 2",-95.6039,31.7831,142,"WBAN","98870"
"94911","YANKTON 2 E",-97.3633,42.8783,360,"WBAN","99421"
"K33V","WALDEN-JACKS",-106.2714,40.7503,2485,"ASOS","99503"
"K65S","BOUNDARY COU",-116.2953,48.7261,712,"ASOS","99504"
"KCRX","ROSCOE TURNE",-88.6036,34.9150,130,"ASOS","99508"
"KFLY","MEADOW LAKE",-104.5700,38.9458,2095,"ASOS","99510"
"KMIS","MAIN PASS 14",-88.8500,29.3000,32,"ASOS","99512"
"KVKY","MAIN PASS 28",-88.4333,29.2500,32,"ASOS","99516"
"KVOA","VIOSCA KNOLL",-87.7833,29.2333,53,"ASOS","99517"
"301102","CALLICOON CT",-74.9506,41.8275,372,"COOP","99523"
"385362","LUGOFF 2NE",-80.6883,34.2481,62,"COOP","99526"
"468191","SISSONVILLE",-81.6453,38.5167,187,"COOP","99527"
"426405","OGDEN NE BEN",-111.9369,41.2458,1394,"COOP","99543"
"K82V","PINE BLUFFS",-104.1303,41.1533,1570,"ASOS","133026"
"KSAA","SHIVELY FIEL",-106.8275,41.4436,2138,"ASOS","133029"
"KVNC","VENICE MUNIC",-82.4403,27.0717,5,"ASOS","133030"
"KBMT","BEUMONT MUNI",-94.2150,30.0703,10,"ASOS","137102"
"KDLZ","DELAWARE MUN",-83.1147,40.2797,288,"ASOS","137103"
"KPOV","PORTAGE COUN",-81.2517,41.2103,365,"ASOS","137104"
"KUBE","CUMBERLAND M",-91.9811,45.5058,378,"ASOS","137105"
"K2V5","WRAY MUNICIP",-102.2408,40.1003,1118,"ASOS","137514"
"KFHB","FERNANDINA B",-81.4611,30.6119,5,"ASOS","137517"
"KGIC","IDAHO COUNTY",-116.1233,45.9425,1010,"ASOS","137518"
"KLMO","VANCE BRAND",-105.1636,40.1642,1541,"ASOS","137519"
"KO69","PETALUMA MUN",-122.6053,38.2578,27,"ASOS","137521"
"KSTK","STERLING MUN",-103.2544,40.6153,1231,"ASOS","137522"
"K2D5","OAKES MUNICI",-98.0800,46.1731,407,"ASOS","139267"
"K2J9","QUINCY MUNIC",-84.5575,30.5978,69,"ASOS","139268"
"K5H4","HARVEY MUNIC",-99.9317,47.7911,490,"ASOS","139269"
"KAHQ","WAHOO MUNICI",-96.5944,41.2406,373,"ASOS","139270"
"KASL","HARRISON COU",-94.3078,32.5206,109,"ASOS","139271"
"KCQF","H L SONNY CA",-87.8769,30.4606,28,"ASOS","139272"
"KPUJ","PAULDING NW",-84.9406,33.9119,393,"ASOS","139274"
"KRZL","JASPER COUNT",-87.1825,40.9478,213,"ASOS","139275"
"KLUA","LURAY",-78.5000,38.6667,275,"ASOS","142662"
"KS32","COOPERSTOWN",-98.1058,47.4228,434,"ASOS","142663"
"KVQT","VERMILION 33",-92.2667,28.2667,25,"ASOS","142664"
"315930","MOUNT OLIVE",-77.9892,35.1375,49,"COOP","142893"
"353522","GRESHAM 2 SW",-122.4664,45.4803,137,"COOP","142894"
"363226","CASHTOWN 1S",-77.3586,39.8692,216,"COOP","142898"
"049884","YUCCA MESA",-116.4072,34.2183,1050,"COOP","143171"
"049888","YUCCA VALLEY",-116.3878,34.1294,990,"COOP","143172"
"052294","DIVIDE 4NW",-105.2158,38.9608,2784,"COOP","143173"
"085603","MELBOURNE BE",-80.5511,28.0547,4,"COOP","143174"
"086634","ORLANDO WEST",-81.5467,28.5083,46,"COOP","143176"
"158635","WHITESBURG 2",-82.8047,37.1025,378,"COOP","143183"
"215888","NEW ULM 3SE",-94.4083,44.2944,282,"COOP","143185"
"274304","JAFFREY SILV",-72.0053,42.8089,314,"COOP","143188"
"301068","BUSKIRK",-73.4325,42.9361,154,"COOP","143189"
"302151","DOWLING CEEC",-73.0908,40.7211,2,"COOP","143190"
"303322","GLOVERSVILLE",-74.4236,43.1150,444,"COOP","143191"
"307520","SCHOHARIE",-74.3036,42.6650,224,"COOP","143195"
"KACJ","JIMMY CARTER",-84.1889,32.1108,143,"ASOS","143265"
"KMNE","MINDEN AIRPO",-93.2981,32.6461,85,"ASOS","143268"
"KSBO","EMANUEL COUN",-82.3700,32.6092,100,"ASOS","143270"
"KIYA","ABBEVILLE CH",-92.0842,29.9758,5,"ASOS","143662"
"KJVW","JOHN BELL WI",-90.4106,32.3044,75,"ASOS","144025"
"KRTS","RENO/STEAD A",-119.8764,39.6681,1539,"ASOS","144026"
"K6A1","BUTLER MUNIC",-84.2508,32.5675,203,"ASOS","144370"
"KCNI","CHEROKEE COU",-84.4222,34.3122,372,"ASOS","144371"
"KEZM","HEART OF GEO",-83.1286,32.2164,93,"ASOS","144372"
"KGGP","LOGANSPORT/C",-86.3728,40.7114,225,"ASOS","144374"
"KI35","TUCKER-GUTHR",-83.3586,36.8594,473,"ASOS","144375"
"K6A2","GRIFFIN-SPAL",-84.2750,33.2269,292,"ASOS","144735"
"05J28S","BLACK MOUNTA",-105.6639,40.8881,2719,"SNOTEL","149153"
"06N15S","SAN ANTONIO",-106.2250,36.8622,2774,"SNOTEL","149154"
"07M36S","WEMINUCHE CR",-107.3214,37.5197,3274,"SNOTEL","149155"
"10J17S","BEAR RIVER R",-110.8275,40.8858,2591,"SNOTEL","149156"
"10J21S","EF BLACKS FO",-110.5400,40.8844,2837,"SNOTEL","149157"
"10J22S","BLACKS FORK",-110.5825,40.9583,2704,"SNOTEL","149158"
"12M14S","BRIAN HEAD",-112.8567,37.6803,3039,"SNOTEL","149159"
"15K04S","VACARRO SPRI",-115.9833,39.4494,2396,"SNOTEL","149160"
"18A26S","GOLD AXE CAM",-118.9864,48.9517,1634,"SNOTEL","149161"
"ACME","ACME",-98.0233,34.8083,397,"OKMESONET","149229"
"ADAX","ADA",-96.6691,34.7985,295,"OKMESONET","149230"
"ALTU","ALTUS",-99.3381,34.5872,416,"OKMESONET","149231"
"ALV2","ALVA",-98.7097,36.7082,439,"OKMESONET","149232"
"ANT2","ANTLERS",-95.6684,34.2497,172,"OKMESONET","149234"
"APAC","APACHE",-98.2922,34.9142,440,"OKMESONET","149236"
"ARD2","ARDMORE",-97.0857,34.1926,266,"OKMESONET","149237"
"ARNE","ARNETT",-99.9031,36.0720,719,"OKMESONET","149239"
"BEAV","BEAVER",-100.5301,36.8025,758,"OKMESONET","149241"
"BESS","BESSIE",-99.0585,35.4019,511,"OKMESONET","149243"
"BIXB","BIXBY",-95.8662,35.9631,184,"OKMESONET","149244"
"BLAC","BLACKWELL",-97.2545,36.7544,304,"OKMESONET","149245"
"BOIS","BOISE CITY",-102.4971,36.6926,1267,"OKMESONET","149246"
"BOWL","BOWLEGS",-96.6312,35.1716,281,"OKMESONET","149247"
"BREC","BRECKINRIDGE",-97.6939,36.4120,352,"OKMESONET","149248"
"BRIS","BRISTOW",-96.3540,35.7805,239,"OKMESONET","149249"
"BROK","BROKEN BOW",-94.6244,34.0433,113,"OKMESONET","149250"
"BUFF","BUFFALO",-99.6410,36.8313,559,"OKMESONET","149251"
"BURB","BURBANK",-96.8105,36.6346,301,"OKMESONET","149252"
"BURN","BURNEYVILLE",-97.2692,33.8938,228,"OKMESONET","149253"
"BUTL","BUTLER",-99.2706,35.5915,520,"OKMESONET","149254"
"BYAR","BYARS",-97.0033,34.8497,345,"OKMESONET","149255"
"CAMA","CAMARGO",-99.3465,36.0287,589,"OKMESONET","149257"
"CARL","LAKE CARL BL",-97.2859,36.1473,293,"OKMESONET","149258"
"CENT","CENTRAHOMA",-96.3331,34.6090,208,"OKMESONET","149260"
"CHAN","CHANDLER",-96.8041,35.6528,291,"OKMESONET","149261"
"CHER","CHEROKEE",-98.3627,36.7481,362,"OKMESONET","149262"
"CHEY","CHEYENNE",-99.7279,35.5462,694,"OKMESONET","149263"
"CHIC","CHICKASHA",-97.9145,35.0324,328,"OKMESONET","149264"
"CLAY","CLAYTON",-95.3260,34.6566,186,"OKMESONET","149266"
"CLOU","CLOUDY",-95.2487,34.2232,221,"OKMESONET","149267"
"COOK","COOKSON",-94.8490,35.6800,299,"OKMESONET","149269"
"COPA","COPAN",-95.8855,36.9099,250,"OKMESONET","149270"
"DURA","DURANT",-96.3203,33.9208,197,"OKMESONET","149271"
"ELRE","EL RENO",-98.0365,35.5485,419,"OKMESONET","149272"
"ERIC","ERICK",-99.8034,35.2049,603,"OKMESONET","149273"
"EUFA","EUFAULA",-95.6571,35.3032,200,"OKMESONET","149274"
"FAIR","FAIRVIEW",-98.4977,36.2635,405,"OKMESONET","149275"
"FITT","FITTSTOWN",-96.7178,34.5521,350,"OKMESONET","149276"
"FORA","FORAKER",-96.4278,36.8405,330,"OKMESONET","149277"
"FREE","FREEDOM",-99.1423,36.7256,530,"OKMESONET","149278"
"GOOD","GOODWELL",-101.6013,36.6018,997,"OKMESONET","149280"
"GRA2","GRANDFIELD",-98.7436,34.2394,341,"OKMESONET","149281"
"GUTH","GUTHRIE",-97.4798,35.8489,330,"OKMESONET","149283"
"HASK","HASKELL",-95.6405,35.7480,183,"OKMESONET","149284"
"HECT","HECTORVILLE",-96.0024,35.8416,243,"OKMESONET","149285"
"HINT","HINTON",-98.4815,35.4844,493,"OKMESONET","149286"
"HOBA","HOBART",-99.0528,34.9897,473,"OKMESONET","149287"
"HOLD","HOLDENVILLE",-96.3560,35.0707,280,"OKMESONET","149288"
"HOLL","HOLLIS",-99.8333,34.6855,497,"OKMESONET","149289"
"HOOK","HOOKER",-101.2255,36.8552,912,"OKMESONET","149290"
"HUGO","HUGO",-95.5401,34.0308,175,"OKMESONET","149291"
"IDAB","IDABEL",-94.8803,33.8301,110,"OKMESONET","149292"
"INOL","INOLA",-95.4507,36.1425,190,"OKMESONET","149293"
"JAYX","JAY",-94.7829,36.4821,304,"OKMESONET","149294"
"KENT","KENTON",-102.8782,36.8294,1322,"OKMESONET","149295"
"KETC","KETCHUM RANC",-97.7648,34.5289,341,"OKMESONET","149296"
"KIN2","KINGFISHER",-97.9544,35.8543,323,"OKMESONET","149297"
"LAHO","LAHOMA",-98.1114,36.3844,396,"OKMESONET","149299"
"LANE","LANE",-95.9972,34.3088,181,"OKMESONET","149300"
"MADI","MADILL",-96.9439,34.0358,232,"OKMESONET","149301"
"MANG","MANGUM",-99.4240,34.8359,460,"OKMESONET","149302"
"MARE","MARENA",-97.2127,36.0643,327,"OKMESONET","149303"
"MAYR","MAY RANCH",-99.0111,36.9871,555,"OKMESONET","149305"
"MCAL","MCALESTER",-95.7810,34.8823,230,"OKMESONET","149306"
"MEDF","MEDFORD",-97.7458,36.7924,332,"OKMESONET","149307"
"MEDI","MEDICINE PAR",-98.5694,34.7292,487,"OKMESONET","149308"
"MIAM","MIAMI",-94.8444,36.8883,247,"OKMESONET","149309"
"MINC","MINCO",-97.9555,35.2723,430,"OKMESONET","149310"
"MRSH","MARSHALL",-97.6069,36.1169,311,"OKMESONET","149311"
"MTHE","MT HERMAN",-94.8228,34.3107,284,"OKMESONET","149312"
"NEWK","NEWKIRK",-96.9104,36.8981,366,"OKMESONET","149313"
"NEWP","NEWPORT",-97.2014,34.2281,283,"OKMESONET","149314"
"NOWA","NOWATA",-95.6080,36.7437,206,"OKMESONET","149317"
"NRMN","NORMAN",-97.4649,35.2361,357,"OKMESONET","149318"
"OILT","OILTON",-96.4975,36.0313,255,"OKMESONET","149319"
"OKCE","OKLAHOMA CIT",-97.4641,35.4723,355,"OKMESONET","149320"
"OKEM","OKEMAH",-96.2627,35.4317,263,"OKMESONET","149323"
"OKMU","OKMULGEE",-95.9147,35.5821,205,"OKMESONET","149324"
"PAUL","PAULS VALLEY",-97.2292,34.7155,291,"OKMESONET","149325"
"PAWN","PAWNEE",-96.7699,36.3611,283,"OKMESONET","149326"
"PERK","PERKINS",-97.0483,35.9987,292,"OKMESONET","149327"
"PORT","PORTER",-95.5598,35.8257,193,"OKMESONET","149328"
"PRYO","PRYOR",-95.2714,36.3691,201,"OKMESONET","149330"
"PUTN","PUTNAM",-98.9604,35.8990,589,"OKMESONET","149331"
"REDR","RED ROCK",-97.1531,36.3559,293,"OKMESONET","149332"
"RING","RINGLING",-97.5881,34.1937,283,"OKMESONET","149334"
"SALL","SALLISAW",-94.7981,35.4382,157,"OKMESONET","149335"
"SEIL","SEILING",-99.0403,36.1903,545,"OKMESONET","149336"
"SHAW","SHAWNEE",-96.9482,35.3649,328,"OKMESONET","149337"
"SKIA","SKIATOOK",-96.0371,36.4153,282,"OKMESONET","149338"
"SLAP","SLAPOUT",-100.2619,36.5975,774,"OKMESONET","149339"
"SPEN","SPENCER",-97.3415,35.5421,373,"OKMESONET","149340"
"STIG","STIGLER",-95.1812,35.2653,173,"OKMESONET","149341"
"STIL","STILLWATER",-97.0953,36.1209,272,"OKMESONET","149342"
"STUA","STUART",-96.0698,34.8764,256,"OKMESONET","149343"
"SULP","SULPHUR",-96.9505,34.5661,320,"OKMESONET","149344"
"TAHL","TAHLEQUAH",-94.9867,35.9724,290,"OKMESONET","149345"
"TALI","TALIHINA",-95.0115,34.7107,204,"OKMESONET","149346"
"TIPT","TIPTON",-99.1376,34.4397,387,"OKMESONET","149347"
"TISH","TISHOMINGO",-96.6790,34.3326,268,"OKMESONET","149348"
"VINI","VINITA",-95.2209,36.7754,236,"OKMESONET","149351"
"WASH","WASHINGTON",-97.5211,34.9822,345,"OKMESONET","149353"
"WATO","WATONGA",-98.5262,35.8419,517,"OKMESONET","149354"
"WAUR","WAURIKA",-97.9882,34.1678,283,"OKMESONET","149355"
"WEAT","WEATHERFORD",-98.7751,35.5083,538,"OKMESONET","149356"
"WEBR","WEBBERS FALL",-95.1233,35.4890,145,"OKMESONET","149358"
"WEST","WESTVILLE",-94.6450,36.0110,348,"OKMESONET","149359"
"WILB","WILBURTON",-95.3481,34.9009,199,"OKMESONET","149360"
"WIST","WISTER",-94.6878,34.9843,143,"OKMESONET","149361"
"WOOD","WOODWARD",-99.4168,36.4233,625,"OKMESONET","149362"
"WYNO","WYNONA",-96.3422,36.5181,269,"OKMESONET","149363"
"KD95","DUPONT-LAPEE",-83.2717,43.0664,255,"ASOS","149429"
"KM40","MONROE COUNT",-88.4897,33.8739,69,"ASOS","149430"
"KMGC","MICHIGAN CIT",-86.8211,41.7033,200,"ASOS","149431"
"K05U","EUREKA AIRPO",-116.0036,39.6039,1816,"ASOS","154665"
"K6B0","MIDDLEBURY S",-73.0956,43.9856,149,"ASOS","154666"
"KAJZ","BLAKE FIELD",-108.0636,38.7864,1583,"ASOS","154667"
"KDED","DELAND MUNIC",-81.2839,29.0669,24,"ASOS","154668"
"KFYG","WASHINGTON R",-90.9936,38.5875,149,"ASOS","154669"
"KHHW","STAN STAMPER",-95.5419,34.0336,174,"ASOS","154670"
"KINF","INVERNESS AI",-82.3183,28.8036,20,"ASOS","154671"
"KPVG","HAMPTON ROAD",-76.4408,36.7803,7,"ASOS","154674"
"05K30S","FOOL CREEK",-105.8675,39.8687,3399,"SNOTEL","154760"
"07M37S","WAGER GULCH",-107.3643,37.8825,3383,"SNOTEL","154761"
"10J23S","BUCK PASTURE",-110.6608,40.8446,2957,"SNOTEL","154762"
"11L02S","GOOSEBERRY R",-111.6887,38.7890,2544,"SNOTEL","154763"
"14K08S","CAVE MOUNTAI",-114.6116,39.1636,3203,"SNOTEL","154764"
"14K10S","KALAMAZOO",-114.6275,39.5583,2428,"SNOTEL","154765"
"17J02S","GOLCONDA",-117.5879,40.8840,1999,"SNOTEL","154766"
"18H02S","SUMMIT LK",-118.9959,41.4887,2331,"SNOTEL","154767"
"22E10S","BEAR GRASS",-122.0938,44.3253,1439,"SNOTEL","154768"
"22E11S","SMITH RIDGE",-122.0405,44.3033,997,"SNOTEL","154769"
"14K01S","BIRD CREEK",-114.6495,39.4618,2408,"SNOTEL","157095"
"023582","GRAND CANYON",-112.1092,36.0592,2158,"COOP","157380"
"023584","GRAND CANYON",-111.8303,36.0353,2280,"COOP","157381"
"048760","TAHOMA",-120.1292,39.0600,1925,"COOP","157383"
"107357","PRICHARD 3 E",-115.9172,47.6428,776,"COOP","157387"
"130214","ANAMOSA 3 SS",-91.3019,42.0764,276,"COOP","157391"
"202382","EAST JORDAN",-85.1478,45.1864,197,"COOP","157403"
"251190","BROADWATER 1",-102.7850,41.4539,1267,"COOP","157407"
"391520","CASTLEWOOD N",-97.0314,44.7306,520,"COOP","157417"
"417176","PORT ARANSAS",-97.1433,27.7158,7,"COOP","157420"
"425807","MONTICELLO N",-109.3514,37.8675,2160,"COOP","157422"
"430193","AVERILL",-71.6903,45.0058,518,"COOP","157423"
"438640","WAITSFIELD 2",-72.7961,44.1756,348,"COOP","157425"
"472051","WALWORTH CO",-88.6628,42.6344,281,"COOP","157426"
"477314","ROCHESTER WW",-88.2258,42.7269,239,"COOP","157428"
"487529","RAWLINS 1N",-107.2411,41.8036,2106,"COOP","157431"
"KD25","MANITOWISH W",-89.8822,46.1203,491,"ASOS","157759"
"KT35","CAMERON MUNI",-96.9711,30.8794,123,"ASOS","157761"
"027990","SONOITA",-110.6553,31.6811,1492,"COOP","158071"
"198368","TAUNTON 4 NW",-71.1336,41.9556,30,"COOP","158086"
"015751","MUSCLE SHOAL",-87.6411,34.7586,165,"COOP","158087"
"KE11","ANDREWS COUN",-102.5294,32.3311,967,"ASOS","158385"
"KPPO","LA PORTE MUN",-86.7344,41.5725,247,"ASOS","158386"
"KSYF","CHEYENNE COU",-101.7958,39.7611,1040,"ASOS","158387"
"487236","PINE BLUFFS",-104.0572,41.1800,1542,"COOP","158676"
"K3R7","JENNINGS AIR",-92.6736,30.2428,7,"ASOS","158899"
"KIOB","MOUNT STERLI",-83.9797,38.0581,311,"ASOS","158900"
"398931","WATERTOWN 2",-97.1156,44.8697,540,"COOP","159202"
"KTOC","TOCCOA RG LE",-83.2964,34.5928,304,"ASOS","159387"
"207188","RUDYARD 5SE",-84.5142,46.1958,203,"COOP","159607"
"KAZE","HAZELHURST A",-82.6475,31.8847,78,"ASOS","160569"
"KFMM","FORT MORGAN",-103.8042,40.3339,1393,"ASOS","160570"
"KBXA","GEORGE R CAR",-89.8650,30.8136,36,"ASOS","161364"
"KF44","ATHENS MUNIC",-95.8283,32.1639,135,"ASOS","161365"
"KF46","ROCKWALL MUN",-96.4356,32.9306,175,"ASOS","161366"
"KGPH","MIDWEST NATI",-94.3097,39.3325,237,"ASOS","161367"
"KZPH","ZEPHYRHILLS",-82.1586,28.2281,27,"ASOS","161369"
"278973","WEARE 2 NE",-71.7572,43.0989,245,"COOP","161379"
"300364","BAITING HOLL",-72.7394,40.9339,11,"COOP","161380"
"391740","CLARK NO2",-97.7383,44.8764,553,"COOP","161381"
"406500","NEWFOUND GAP",-83.4289,35.6108,1536,"COOP","161382"
"09L01S","LASAL MOUNTA",-109.2896,38.4832,2690,"SNOTEL","161467"
"09M01S","BUCKBOARD FL",-109.4472,37.8694,2743,"SNOTEL","161468"
"11K36S","REES FLAT",-111.7252,39.4967,2198,"SNOTEL","161469"
"12J02S","BEVANS CABIN",-112.2529,40.4623,1960,"SNOTEL","161470"
"12M11S","YANKEE RESER",-112.7750,37.7480,3039,"SNOTEL","161471"
"14H04S","JAKES CREEK",-115.0324,41.5687,2134,"SNOTEL","161474"
"14K07S","SILVER CREEK",-114.2427,39.2334,2438,"SNOTEL","161475"
"14K09S","DEFIANCE MIN",-114.8997,39.0852,2804,"SNOTEL","161476"
"15H11S","TROUT CREEK",-115.0955,41.0439,2134,"SNOTEL","161477"
"15H19S","STAG MOUNTAI",-115.4466,41.4081,2377,"SNOTEL","161478"
"15H20S","MERRITT MOUN",-115.8582,41.8928,2134,"SNOTEL","161479"
"15J16S","ROBINSON LAK",-115.2788,40.7237,2804,"SNOTEL","161480"
"15J17S","AMERICAN BEA",-115.4576,40.5337,2377,"SNOTEL","161481"
"15J22S","TENT MTN LOW",-115.1722,40.9785,2165,"SNOTEL","161482"
"15J23S","TENT MTN UPP",-115.1646,40.9653,2548,"SNOTEL","161483"
"15L01S","WHITE RIVER",-115.3792,38.9457,2268,"SNOTEL","161484"
"15L02S","CORDUROY FLA",-115.4245,38.9965,2658,"SNOTEL","161485"
"16H03S","MIDAS",-116.8033,41.2687,2134,"SNOTEL","161486"
"16H06S","COLUMBIA BAS",-116.0703,41.6716,2027,"SNOTEL","161487"
"16H11S","SNOWSTORM MT",-116.9806,41.3398,2262,"SNOTEL","161488"
"19G01S","HART MOUNTAI",-119.7200,42.4800,1951,"SNOTEL","161489"
"20G10S","SHERMAN VALL",-120.2200,42.3500,2021,"SNOTEL","161490"
"20G19S","ROGGER MEADO",-120.2500,42.1700,1939,"SNOTEL","161491"
"08M12S","BLACK MESA",-108.1837,37.7897,3530,"SNOTEL","161552"
"17D14S","BIG SHEEP AM",-117.0860,45.1680,2048,"SNOTEL","161553"
"17D16S","TV RIDGE AM",-117.3893,45.3961,2149,"SNOTEL","161554"
"11J06S","REDDEN MINE",-111.2180,40.6745,2591,"SNOTEL","161555"
"11J22S","HOBBLE CREEK",-111.3594,40.1851,2255,"SNOTEL","161556"
"11K05S","HUNTINGTON H",-111.3049,39.6115,2943,"SNOTEL","161557"
"11K10S","GBRC MEADOWS",-111.4528,39.3019,2981,"SNOTEL","161558"
"11K11S","GBRC HQ",-111.4879,39.3207,2603,"SNOTEL","161559"
"11K12S","MT BALDY",-111.5054,39.1367,2894,"SNOTEL","161560"
"11K29S","UPPER JOES V",-111.2491,39.4155,2646,"SNOTEL","161561"
"11K32S","WRIGLEY CREE",-111.3539,39.1343,2793,"SNOTEL","161562"
"11K35S","THISTLE FLAT",-111.5197,39.2377,2700,"SNOTEL","161563"
"20D01S","SATUS PASS",-120.6773,45.9880,1219,"SNOTEL","161564"
"KCKF","CRISP COUNTY",-83.7739,31.9889,94,"ASOS","161873"
"412446","DIANA 2 W",-94.7889,32.7056,87,"COOP","161976"
"K5R8","DE QUENCY IN",-93.4736,30.4411,25,"ASOS","162299"
"KIKT","MISS CANYON",-88.2833,28.5167,25,"ASOS","162300"
"11R13S","BAR M",-111.6050,34.8614,1949,"SNOTEL","162414"
"22G26S","HOWARD PRAIR",-122.3713,42.2150,1396,"SNOTEL","162415"
"10J24S","HENRYS FORK",-110.3815,40.8631,3048,"SNOTEL","162416"
"202783","FIFE LAKE  2",-85.3653,44.5847,321,"COOP","162479"
"434290","JOHNSON 2 N",-72.6786,44.6581,299,"COOP","162483"
"438597","VERGENNES",-73.2450,44.1767,65,"COOP","162484"
"KADF","DEXTER B FLO",-93.0661,34.0997,55,"ASOS","162741"
"KHAE","HANNIBAL REG",-91.4439,39.7253,234,"ASOS","162742"
"458521","TONASKET 11N",-119.2600,48.7978,1047,"COOP","162815"
"KAIB","HOPKINS FIEL",-108.5633,38.2389,1811,"ASOS","163006"
"054736","LAKE CITY 1N",-107.3036,38.0522,2656,"COOP","163191"
"308721","UPTON COOP -",-72.8642,40.8656,8,"COOP","163216"
"KGXF","GILA BEND AI",-112.7200,32.8875,269,"ASOS","165044"
"KPCW","CARL R KELLE",-82.8694,41.5164,180,"ASOS","165046"
"DUCU","DUCHESNE",-110.3601,40.1807,1675,"AGRIMET","165262"
"SUTU","SUTHERLAND",-112.6382,39.4507,1451,"AGRIMET","165263"
"KI69","CLERMONT COU",-84.2103,39.0783,257,"ASOS","166090"
"KOCQ","J DOUGLAS BA",-87.9097,44.8742,184,"ASOS","166091"
"ALT01","AULT",-104.7200,40.5690,1497,"COAGMET","166490"
"AVN01","AVONDALE",-104.3290,38.2056,1411,"COAGMET","166491"
"BNV01","BUENA VISTA",-106.1290,38.8315,2408,"COAGMET","166493"
"K54J","DEFUNIAK SPR",-86.1539,30.7311,88,"ASOS","167120"
"KANQ","TRI-STATE ST",-85.0836,41.6397,303,"ASOS","167121"
"KCFD","COULTER FIEL",-96.3314,30.7158,112,"ASOS","167122"
"KOPL","ST LANDRY PA",-92.0994,30.5583,23,"ASOS","167124"
"KT20","ROGER M DREY",-97.4642,29.5292,108,"ASOS","167126"
"MA07","LOST COULEE",-110.8683,48.9617,983,"SNOTEL","167221"
